id,Название обьекта,Адрес,Регион,Срок сдачи,Кол-во квартир,Максимум этажей,Минимум этажей,Отделка,Грузоподъемность лифтов,Наличие парковки,Наличие велодорожки,Наличие детской площадки,Наличие спортивной площадки,Застройщик,Email застройщика,Тел. застройщика
22584,"ЖК ""ТЮЛЬПАНОВКА"", дом №9 тип ""Д""","г Сочи, район Лазаревский, д. 9 тип ""Д""",23,2024-06-30,8,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22617,"ЖК ""ТЮЛЬПАНОВКА"", дом №40 тип ""Б""","г Сочи, район Лазаревский, д. 40 тип ""Б""",23,2022-09-30,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22621,"ЖК ""ТЮЛЬПАНОВКА"", дом №46 тип ""В""","г Сочи, район Лазаревский, д. 46 тип ""В""",23,2022-09-30,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22607,"ЖК ""ТЮЛЬПАНОВКА"", дом №32 тип ""Б""","г Сочи, район Лазаревский, д. 32 тип ""Б""",23,2023-09-30,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22622,"ЖК ""ТЮЛЬПАНОВКА"", дом №47 тип ""В""","г Сочи, район Лазаревский, д. 47 тип ""В""",23,2024-09-30,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22606,"ЖК ""ТЮЛЬПАНОВКА"", дом №31 тип ""Б""","г Сочи, район Лазаревский, д. 31 тип ""Б""",23,2023-09-30,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22610,"ЖК ""ТЮЛЬПАНОВКА"", дом №35 тип ""В""","г Сочи, район Лазаревский, д. 35 тип ""В""",23,2025-12-31,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22623,"ЖК ""ТЮЛЬПАНОВКА"", дом №48 тип ""В""","г Сочи, район Лазаревский, д. 48 тип ""В""",23,2024-09-30,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22618,"ЖК ""ТЮЛЬПАНОВКА"", дом №43 тип ""В""","г Сочи, район Лазаревский, д. 43 тип ""В""",23,2025-12-31,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22616,"ЖК ""ТЮЛЬПАНОВКА"", дом №42 тип ""В""","г Сочи, район Лазаревский, д. 42 тип ""В""",23,2025-12-31,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22609,"ЖК ""ТЮЛЬПАНОВКА"", дом №34 тип ""Б""","г Сочи, район Лазаревский, д. 34 тип ""Б""",23,2023-03-31,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22626,"ЖК ""ТЮЛЬПАНОВКА"", дом №50 тип ""И""","г Сочи, район Лазаревский, д. 50 тип ""И""",23,2025-12-31,3,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22613,"ЖК ""ТЮЛЬПАНОВКА"", дом №38 тип ""В""","г Сочи, район Лазаревский, д. 38 тип ""В""",23,2025-12-31,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22612,"ЖК ""ТЮЛЬПАНОВКА"", дом №36 тип ""Б""","г Сочи, район Лазаревский, д. 36 тип ""Б""",23,2022-12-31,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22583,"ЖК ""ТЮЛЬПАНОВКА"", дом №8 тип ""Д""","г Сочи, район Лазаревский, д. 8 тип ""Д""",23,2024-06-30,8,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22619,"ЖК ""ТЮЛЬПАНОВКА"", дом №44 тип ""В""","г Сочи, район Лазаревский, д. 44 тип ""В""",23,2025-12-31,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
22611,"ЖК ""ТЮЛЬПАНОВКА"", дом №37 тип ""Б""","г Сочи, район Лазаревский, д. 37 тип ""Б""",23,2022-12-31,10,2,2,,0.0,0,0,3.0,5.0,ГРАДРИЭЛТ,gradrielt@yandex.ru,+7(495)739-00-45
32119,Здание многофункционального использования с квартирами на верхних этажах и размещением на нижних этажах офисов и объектов культурного и обслуживающего назначения,"г Тейково, пл.ленина, д. Западнее,2",37,2022-12-31,32,5,1,,0.0,0,0,1.0,1.0,ГРАДСТРОЙ,gradstroy37@mail.ru,+7(493)226-18-80
28425,ЖК Заречье,"г Иваново, район советский, улица 1 -яСосневская,СТ ""Меланж-18""",37,2023-03-31,88,14,1,,2.0,0,0,1.0,1.0,ГРАДСТРОЙ,gradstroy37@mail.ru,+7(493)226-18-80
48702,,"г Омск, ул Луговая, д. 35/1",55,2023-12-31,120,7,7,,0.0,0,1,5.0,4.0,ГРАНД-БИЗНЕС ГРУПП,varlamova_fond@mail.ru,+7 (381) 224-52-24
48703,,"г Омск, ул Луговая, д. 35/1",55,2023-12-31,120,7,7,,0.0,0,1,5.0,4.0,ГРАНД-БИЗНЕС ГРУПП,varlamova_fond@mail.ru,+7 (381) 224-52-24
31443,Сити-парк «Преображение»,"д Мостец, блок-секция 5",76,2023-06-30,105,13,13,,1.0,0,0,1.0,1.0,ГРАНИТ,a.savenkov@3-rrr.ru,+7(964)484-23-34
31444,Сити-парк «Преображение»,"д Мостец, блок-секция 6",76,2023-06-30,105,13,13,,1.0,0,0,1.0,1.0,ГРАНИТ,a.savenkov@3-rrr.ru,+7(964)484-23-34
31442,Сити-парк «Преображение»,"д Мостец, блок-секция 4",76,2023-06-30,130,13,13,,2.0,0,0,1.0,1.0,ГРАНИТ,a.savenkov@3-rrr.ru,+7(964)484-23-34
34950,Клубный дом GRAFF СУВОРОВ,"г Краснодар, ул им. Суворова, д. 75",23,2023-09-30,74,16,16,,1.0,74,0,1.0,1.0,ГРАФФ СУВОРОВ,Info@tochno.life,+7 (861) 204-01-01
44161,,"г Грозный, район Шейх-Мансуровский, улица Х.Орзамиева, блок-секция 1",20,2022-12-31,86,16,16,,2.0,0,1,1.0,2.0,ГРОЗГРАЖДАНСТРОЙ,ooo.ggs@mail.ru,+7(871)233-27-11
43836,"ЖК ""Героев""","г Балашиха, ул Автозаводская, корпус 403",50,2024-03-31,400,22,22,,4.0,0,0,1.0,3.0,ГЛАВСТРОЙ-САВВИНО-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК,info@kvartal-geroev.ru,+7(495)644-02-00
43450,"ЖК ""Героев""","г Балашиха, ул Автозаводская, корпус 402",50,2023-09-30,240,22,22,,2.0,0,0,1.0,1.0,ГЛАВСТРОЙ-САВВИНО-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК,info@kvartal-geroev.ru,+7(495)644-02-00
43832,"ЖК ""Героев""","г Балашиха, ул Автозаводская, корпус 404",50,2023-12-31,240,22,22,,2.0,0,0,1.0,1.0,ГЛАВСТРОЙ-САВВИНО-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК,info@kvartal-geroev.ru,+7(495)644-02-00
43451,"ЖК ""Героев""","г Балашиха, ул Автозаводская, корпус 401, блок-секция 1",50,2024-03-31,280,22,22,,4.0,0,0,2.0,1.0,ГЛАВСТРОЙ-САВВИНО-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК,info@kvartal-geroev.ru,+7(495)644-02-00
41266,"ЖК""Героев""","г Балашиха, Автозаводская, корпус 314",50,2022-12-31,236,13,13,,4.0,0,0,1.0,1.0,ГЛАВСТРОЙ-САВВИНО-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК,info@kvartal-geroev.ru,+7(495)644-02-00
41267,"ЖК""Героев""","г Балашиха, Автозаводская, корпус 311",50,2023-03-31,338,18,18,,4.0,0,0,1.0,1.0,ГЛАВСТРОЙ-САВВИНО-СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК,info@kvartal-geroev.ru,+7(495)644-02-00
48584,,"г Нижневартовск, Героев Самотлора, д. 17",86,2023-12-31,279,18,14,,5.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАРАНТСТРОЙМОНТАЖ,donilsurgut@mail.ru,+7(346)255-58-87
45384,,"г Аркадак, ул Образцовая, д. 52, строение 2",64,2022-12-31,8,1,1,,0.0,0,0,0.0,0.0,ГОРОДСКОЕ СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ,www.gsp00@inbox.ru,+7(987)800-53-67
45383,,"г Аркадак, ул Образцовая, д. 52, строение 1",64,2022-12-31,8,1,1,,0.0,0,0,0.0,0.0,ГОРОДСКОЕ СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ,www.gsp00@inbox.ru,+7(987)800-53-67
45143,,"рп Лысые Горы, ул Пролетарская, д. 2, литера А",64,2024-06-30,8,1,1,,0.0,0,0,0.0,0.0,ГОРОДСКОЕ СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ,www.gsp00@inbox.ru,+7(987)800-53-67
25656,Легендарный квартал на Березовой аллее,"г Москва, ул Березовая аллея пересечение с улицей Сельскохозяйственная, корпус 1,2,3,5,6",77,2022-12-31,0,18,17,,20.0,0,0,0.0,0.0,Д-ИНВЕСТ,info@d-invest.org,+7(495)374-97-25
25657,Легендарный квартал на Березовой аллее,"г Москва, ул Березовая аллея пересечение с улицей Сельскохозяйственная, корпус 4, подземный этаж",77,2022-12-31,0,19,18,,4.0,889,0,1.0,1.0,Д-ИНВЕСТ,info@d-invest.org,+7(495)374-97-25
44656,"ЖК ""ЭРНЕСТ""","г Новосибирск, б-р Молодежи",54,2023-12-31,120,10,10,,2.0,62,0,1.0,1.0,Д54 ЭРНЕСТ,info@d54.group,+7(383)383-54-54
32926,,"г Каспийск, проспект Акулиничева",5,2023-03-31,161,13,13,,4.0,0,0,1.0,1.0,ДАГСТРОЙИНВЕСТ,dagstrin@gmail.com,+7(928)510-76-30
8792,,"город Красноярск, район Советский, улица Связистов",24,2023-12-31,0,2,2,,0.0,1,0,0.0,0.0,ДАРСТРОЙ,elena51285@mail.ru,+7(902)992-14-02
11531,"Жилой комплекс ""Грани"", ЖК ""Грани""","г Краснодар, улица Западный обход, д. 45, литера 6",23,2023-06-30,361,20,1,,3.0,0,0,1.0,1.0,ДАРСТРОЙ,jk-grani@yandex.ru,+7(861)279-53-53
8787,,"город Красноярск, улица Связистов",24,2024-06-30,0,2,2,,0.0,9,0,0.0,0.0,ДАРСТРОЙ,elena51285@mail.ru,+7(902)992-14-02
13578,"Жилой комплекс ""Дарград"", ЖК ""Дарград""","аул Новая Адыгея, улица Тургеневское шоссе, д. 33/5, литера 42",1,2023-06-30,100,5,5,,0.0,0,0,5.0,6.0,ДАРСТРОЙ-ГРАД,dargrad@list.ru,+7(861)279-53-53
13571,"Жилой комплекс ""Дарград"", ЖК ""Дарград""","аул Новая Адыгея, улица Тургеневское шоссе, д. 33/5, литера 35",1,2023-06-30,79,5,5,,0.0,0,0,5.0,6.0,ДАРСТРОЙ-ГРАД,dargrad@list.ru,+7(861)279-53-53
13574,"Жилой комплекс ""Дарград"", ЖК ""Дарград""","аул Новая Адыгея, улица Тургеневское шоссе, д. 33/5, литера 38",1,2023-06-30,74,5,5,,0.0,0,0,5.0,6.0,ДАРСТРОЙ-ГРАД,dargrad@list.ru,+7(861)279-53-53
13575,"Жилой комплекс ""Дарград"", ЖК ""Дарград""","аул Новая Адыгея, улица Тургеневское шоссе, д. 33/5, литера 39",1,2023-06-30,79,5,5,,0.0,0,0,5.0,6.0,ДАРСТРОЙ-ГРАД,dargrad@list.ru,+7(861)279-53-53
13573,"Жилой комплекс ""Дарград"", ЖК ""Дарград""","аул Новая Адыгея, ул Тургеневское шоссе, д. 33/5, литера 37",1,2023-06-30,74,5,5,,0.0,0,0,5.0,6.0,ДАРСТРОЙ-ГРАД,dargrad@list.ru,+7(861)279-53-53
13576,"Жилой комплекс ""Дарград"", ЖК ""Дарград""","аул Новая Адыгея, улица Тургеневское шоссе, д. 33/5, литера 40",1,2023-06-30,79,5,5,,0.0,0,0,5.0,6.0,ДАРСТРОЙ-ГРАД,dargrad@list.ru,+7(861)279-53-53
13570,"Жилой комплекс ""Дарград"", ЖК ""Дарград""","аул Новая Адыгея, улица Тургеневское шоссе, д. 33/5, литера 36",1,2023-06-30,79,5,5,,0.0,0,0,5.0,6.0,ДАРСТРОЙ-ГРАД,dargrad@list.ru,+7(861)279-53-53
13577,"Жилой комплекс ""Дарград"", ЖК ""Дарград""","аул Новая Адыгея, улица Тургеневское шоссе, д. 33/5, литера 41",1,2023-06-30,74,5,5,,0.0,0,0,5.0,6.0,ДАРСТРОЙ-ГРАД,dargrad@list.ru,+7(861)279-53-53
13572,"Жилой комплекс ""Дарград"", ЖК ""Дарград""","аул Новая Адыгея, улица Тургеневское шоссе, д. 33/5, литера 34",1,2023-06-30,74,5,5,,0.0,0,0,5.0,6.0,ДАРСТРОЙ-ГРАД,dargrad@list.ru,+7(861)279-53-53
47331,,"г Краснодар, литера 2.3",23,2025-06-30,0,1,1,,0.0,499,0,0.0,0.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
46955,,"г Краснодар, литера 1.2",23,2024-12-31,142,10,10,,0.0,0,0,2.0,2.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
46957,"ЖК ""ЛЕТО""","г Краснодар, литера 1.4",23,2024-12-31,0,2,2,,0.0,0,0,2.0,2.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
47335,,"г Краснодар, литера 1.7",23,2025-06-30,142,10,10,,2.0,0,0,1.0,1.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
47333,,"г Краснодар, литера 1.5",23,2025-06-30,200,10,10,,3.0,0,0,1.0,1.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
46964,,"г Краснодар, литера 2.2",23,2025-12-31,160,10,10,,2.0,0,0,1.0,1.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
47334,,"г Краснодар, литера 1.6",23,2025-06-30,144,10,10,,2.0,0,0,1.0,1.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
47466,,"г Краснодар, литера 2.4",23,2026-06-30,272,10,10,,7.0,0,0,1.0,1.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
46963,,"г Краснодар, литера 2.1",23,2025-12-31,144,10,10,,2.0,0,0,1.0,1.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
46956,,"г Краснодар, литера 1.3",23,2024-12-31,132,10,10,,0.0,0,0,2.0,2.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
46954,,"г Краснодар, литера 1.1",23,2024-12-31,144,10,10,,0.0,0,0,2.0,2.0,ДАРСТРОЙ-КРАСНОДАР,rodnoidom3@yandex.ru,+7(861)240-08-01
37904,"Жилой комплекс ""Южный"" в районе ул. Нейбута, 135 в г. Владивостоке","Владивосток, улица Нейбута, д. 135, блок-секция 7",25,2025-03-31,112,15,14,,2.0,0,0,1.0,2.0,ДВ КОНСТРАКШЕН,dvk05@mail.ru,+7(423)234-81-33
37901,"Жилой комплекс ""Южный"" в районе ул. Нейбута, 135 в г. Владивостоке","Владивосток, улица Нейбута, д. 135, блок-секция 4",25,2025-03-31,322,25,24,,2.0,83,0,1.0,2.0,ДВ КОНСТРАКШЕН,dvk05@mail.ru,+7(423)234-81-33
37900,"Жилой комплекс ""Южный"" в районе ул. Нейбута, 135 в г. Владивостоке","Владивосток, улица Нейбута, д. 135, блок-секция 3",25,2025-03-31,112,15,14,,2.0,54,0,1.0,2.0,ДВ КОНСТРАКШЕН,dvk05@mail.ru,+7(423)234-81-33
37899,"Жилой комплекс ""Южный"" в районе ул. Нейбута, 135 в г. Владивостоке","Владивосток, улица Нейбута, д. 135, блок-секция 2",25,2025-03-31,252,19,18,,3.0,53,0,1.0,2.0,ДВ КОНСТРАКШЕН,dvk05@mail.ru,+7(423)234-81-33
37898,"Жилой комплекс ""Южный"" в районе ул. Нейбута, 135 в г. Владивостоке","Владивосток, улица Нейбута, д. 135, блок-секция 1",25,2025-03-31,322,25,24,,2.0,53,0,1.0,2.0,ДВ КОНСТРАКШЕН,dvk05@mail.ru,+7(423)234-81-33
37902,"Жилой комплекс ""Южный"" в районе ул. Нейбута, 135 в г. Владивостоке","Владивосток, улица Нейбута, д. 135, блок-секция 5",25,2025-03-31,252,19,18,,3.0,83,0,1.0,2.0,ДВ КОНСТРАКШЕН,dvk05@mail.ru,+7(423)234-81-33
37903,"Жилой комплекс ""Южный"" в районе ул. Нейбута, 135 в г. Владивостоке","Владивосток, улица Нейбута, д. 135, блок-секция 6",25,2025-03-31,112,15,14,,2.0,83,0,1.0,2.0,ДВ КОНСТРАКШЕН,dvk05@mail.ru,+7(423)234-81-33
43427,"ЖК ""Роуз-таун""","г Южно-Сахалинск, ул Ленина, д. 563, корпус 5, блок-секция 1,2,3,4",65,2023-03-31,381,17,16,,4.0,0,0,3.0,1.0,ДВ НОВЫЙ МАТЕРИК,ssdbusinessgroup@yandex.ru,+7(424)273-38-89
34168,"ЖК ""Лобня Сити"" - Дом 7","г Лобня, мкр. Катюшки ул. Колычева, д. 7",50,2023-12-31,288,17,17,,3.0,0,0,1.0,1.0,ДЕЛЬТА,office@atlantdevelopment.ru,+7 (495) 984-91-55
32280,,"г Москва, ул Довженко, д. 4",77,2022-12-31,0,10,8,,6.0,50,0,0.0,0.0,ДЕЛЬТАПРО,dovjenko-vl4@rambler.ru,+7(495)122-20-70
30646,"Жилой комплекс ""Светлый""",г Екатеринбург,66,2023-12-31,567,27,26,,2.0,0,1,3.0,2.0,ДЕМЕТРА,send@svetliy-ekb.ru,+7 (343) 304-64-34
30632,"Жилой комплекс ""Светлый""",г Екатеринбург,66,2022-12-31,957,26,20,,6.0,0,1,3.0,3.0,ДЕМЕТРА,send@svetliy-ekb.ru,+7 (343) 304-64-34
30644,"Жилой комплекс ""Светлый""",г Екатеринбург,66,2022-12-31,371,26,26,,2.0,0,1,3.0,3.0,ДЕМЕТРА,send@svetliy-ekb.ru,+7 (343) 304-64-34
30645,"Жилой комплекс ""Светлый""",г Екатеринбург,66,2023-12-31,567,27,26,,2.0,0,1,3.0,2.0,ДЕМЕТРА,send@svetliy-ekb.ru,+7 (343) 304-64-34
30647,"Жилой комплекс ""Светлый""",г Екатеринбург,66,2023-12-31,366,26,26,,2.0,0,1,3.0,2.0,ДЕМЕТРА,send@svetliy-ekb.ru,+7 (343) 304-64-34
22519,"Жилой дом №4/14 (по генплану) - V этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пункт, Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,100,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22518,"Жилой дом №4/12 (по генплану) - V этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пункт, Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,100,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22540,"Жилой дом №7 (по генплану) - VII этап строительства Многоквартирных многоэтажных жилых домов с трансформаторной подстанцией, распределительным пунктом по ул. Большая в Ленинском районе г. Новосибирска. Распределительный пункт (№ 1.2 по генплану), трансформаторная подстанция (№1.1. по генплану), Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/14 стр",54,2021-06-30,470,11,11,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22527,"Жилой дом № 4/11 (по генплану) - IV этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пункт, Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино"", (товарные знаки № 614078. 617209,617210)","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,69,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
25079,"Жилой дом №4/13 (по генплану) - V этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пункт, Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,44,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22533,"Жилой дом №4/7 (по генплану) - III этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пунктМикрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,69,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22532,"Жилой дом №4/8 (по генплану) - III этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пункт, Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,69,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22531,"Жилой дом №4/9 (по генплану) - IV этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пункт, Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,69,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22534,"Жилой дом №4/6 (по генплану) - III этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пункт, Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,69,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22530,"Жилой дом №4/10 (по генплану) - IV этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пункт, Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино"", (товарные знаки № 614078. 617209,617210)","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,69,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22544,"Жилой дом №2 (по генплану) - V этап строительства Многоквартирных многоэтажных жилых домов с трансформаторной подстанцией, распределительным пунктом по ул. Большая в Ленинском районе г. Новосибирска. Распределительный пункт (№ 1.2 по генплану), трансформаторная подстанция (№1.1. по генплану), Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/14 стр",54,2021-03-31,160,11,11,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22542,"Жилой дом №4 (по генплану) - III этап строительства Многоквартирных многоэтажных жилых домов с трансформаторной подстанцией, распределительным пунктом по ул. Большая в Ленинском районе г. Новосибирска. Распределительный пункт (№ 1.2 по генплану), трансформаторная подстанция (№1.1. по генплану), Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино"", (товарный знак №614078 свидетельств от 26.04.2017 г.)","Новосибирск, район Ленинский, ул Большая, д. 600/14 стр",54,2020-12-31,471,11,11,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22543,"Жилой дом №3 (по генплану) - II этап строительства Многоквартирных многоэтажных жилых домов с трансформаторной подстанцией, распределительным пунктом по ул. Большая в Ленинском районе г. Новосибирска. Распределительный пункт (№ 1.2 по генплану), трансформаторная подстанция (№1.1. по генплану), Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/14 стр",54,2020-12-31,471,11,11,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
22536,"Жилой дом №4/5 (по генплану) - III этап строительства Многоквартирных среднеэтажных домов с помещениями общественного назначения №4/1-4/14 (по генплану), трансформаторные подстанции №1,2 (по генплану), центральный тепловой пункт, Микрорайон ""Новомарусино"", Жилой комплекс ""Новомарусино"", ЖК ""Новомарусино""","Новосибирск, район Ленинский, ул Большая, д. 600/12 стр",54,2020-12-31,69,5,5,,,0,0,,,ДОСТУПНОЕ ЖИЛЬЕ НОВОСИБИРСК,info@dzh-n.ru,+7(383)204-00-00
6393,Жилой комплекс «Западный»,"г Владикавказ, Улица Хадарцева, д. 29, корпус 7",15,2023-03-31,40,6,6,,0.0,0,0,1.0,0.0,ДИАНА,ooo.diana-2017@yandex.ru,+7(928)489-50-50
6392,Жилой комплекс «Западный»,"г Владикавказ, Улица Хадарцева, д. 29, корпус 6",15,2023-03-31,40,6,6,,0.0,0,0,1.0,0.0,ДИАНА,ooo.diana-2017@yandex.ru,+7(928)489-50-50
